Time	Acceleration - Dev3_ai0	Acceleration - Dev3_ai1	Acceleration - Dev3_ai2
2.906250E-2	3.367501E-3	2.041928E-3	8.188427E-4
2.966797E-2	5.631247E-3	4.958732E-3	1.916992E-3
3.027344E-2	4.349881E-3	6.197458E-3	4.271913E-3
3.087891E-2	3.385806E-3	8.119620E-3	3.009041E-3
3.148438E-2	3.544452E-3	6.612401E-3	2.508773E-3
3.208984E-2	2.311900E-3	4.586504E-3	3.265276E-3
3.269531E-2	2.165458E-3	2.188378E-3	2.051210E-3
3.330078E-2	4.911241E-3	6.990731E-3	2.954133E-3
3.390625E-2	3.202754E-3	5.648269E-3	2.289143E-3
3.451172E-2	2.336307E-3	1.779538E-3	1.569245E-3
3.511719E-2	7.052952E-3	8.021986E-3	5.937439E-3
3.572266E-2	5.204125E-3	7.472797E-3	3.356788E-3
3.632813E-2	6.473287E-3	5.623861E-3	-1.896027E-3
3.693359E-2	6.003453E-3	9.077649E-3	5.455474E-3
3.753906E-2	3.568859E-3	4.684137E-3	2.130521E-3
3.814453E-2	1.628505E-3	-1.088449E-3	-1.054112E-3
3.875000E-2	4.435306E-3	9.394959E-3	1.471632E-3
3.935547E-2	6.949391E-4	1.199838E-3	-5.357596E-5
3.996094E-2	2.781734E-3	3.909171E-3	1.752270E-3
4.056641E-2	4.929547E-3	5.782515E-3	5.278549E-3
4.117187E-2	3.812928E-3	6.838179E-3	1.697362E-3
4.177734E-2	3.770216E-3	7.308040E-3	3.777745E-3
4.238281E-2	4.886834E-3	8.076905E-3	5.040617E-3
4.298828E-2	5.826502E-3	3.726108E-3	1.886488E-3
4.359375E-2	6.821086E-3	6.392725E-3	1.264203E-3
4.419922E-2	4.307169E-3	4.415645E-3	8.859519E-4
4.480469E-2	3.574960E-3	3.396594E-3	1.306909E-3
4.541016E-2	7.907196E-3	9.639043E-3	6.498715E-3
4.601562E-2	3.349196E-3	4.427849E-3	2.209832E-3
4.662109E-2	4.941750E-3	7.594839E-3	8.432461E-4
4.722656E-2	2.037322E-3	5.324858E-3	3.753342E-3
4.783203E-2	4.630730E-4	2.987754E-3	1.508237E-3
4.843750E-2	2.092238E-3	3.665087E-3	2.398958E-3
4.904297E-2	3.221059E-3	5.941170E-3	1.514337E-3
4.964844E-2	1.195282E-3	-1.710863E-3	-1.505573E-3
5.025391E-2	5.606840E-3	6.838179E-3	4.027879E-3
5.085937E-2	4.874631E-3	6.197458E-3	5.974044E-3
5.146484E-2	5.393279E-3	4.574300E-3	-3.281133E-4
5.207031E-2	7.498379E-3	6.673422E-3	1.953597E-3
5.267578E-2	5.320058E-3	7.234815E-3	5.217541E-3
5.328125E-2	3.800725E-3	2.951141E-3	2.581983E-3
5.388672E-2	4.380390E-3	8.772544E-3	4.741676E-3
5.449219E-2	5.082090E-3	6.813770E-3	1.319111E-3
5.509766E-2	2.183764E-3	3.866456E-3	6.968261E-4
5.570312E-2	3.867844E-3	8.058599E-3	5.217541E-3
5.630859E-2	3.312586E-3	4.104438E-3	2.167126E-3
5.691406E-2	4.014286E-3	7.161590E-3	8.615485E-4
5.751953E-2	3.745809E-3	6.087620E-3	5.223642E-3
5.812500E-2	2.665801E-3	3.683393E-3	2.154925E-3
5.873047E-2	5.374974E-3	4.427849E-3	3.442200E-3
5.933594E-2	6.412269E-3	7.448389E-3	2.197630E-3
5.994141E-2	2.543766E-3	-9.664073E-4	-7.002639E-4
6.054687E-2	7.364141E-3	9.266814E-3	4.637962E-3
6.115234E-2	3.465129E-3	1.169328E-3	1.557043E-3
6.175781E-2	6.479389E-3	6.459848E-3	1.496035E-3
6.236328E-2	6.821086E-3	9.340040E-3	5.717809E-3
6.296875E-2	1.903084E-3	2.353135E-3	2.154925E-3
6.357422E-2	6.131589E-3	8.003680E-3	4.552551E-3
6.417969E-2	4.282762E-3	9.303427E-3	5.217541E-3
6.478516E-2	8.535843E-4	1.327982E-3	-2.536614E-3
6.539062E-2	3.221059E-3	4.537687E-3	2.996839E-3
6.599609E-2	5.667857E-3	7.124977E-3	5.784918E-3
6.660156E-2	2.177662E-3	3.943610E-4	-1.560481E-3
6.720703E-2	5.826502E-3	8.052497E-3	1.593648E-3
6.781250E-2	6.143793E-3	5.587248E-3	5.424969E-3
6.841797E-2	3.495638E-3	3.140306E-3	2.222034E-3
6.902344E-2	6.821086E-3	7.649758E-3	4.881996E-3
6.962891E-2	5.088192E-3	8.607788E-3	1.862085E-3
7.023438E-2	3.294280E-3	1.022877E-3	-1.096818E-3
7.083984E-2	2.812243E-3	4.964834E-3	3.704535E-3
7.144531E-2	1.274604E-3	1.132715E-3	2.136622E-3
7.205078E-2	4.990564E-3	7.716881E-3	1.916992E-3
7.265625E-2	3.520045E-3	9.510898E-3	2.618588E-3
7.326172E-2	2.507156E-3	2.603321E-3	1.794976E-3
7.386719E-2	6.857696E-3	7.478899E-3	5.034516E-3
7.447266E-2	3.349196E-3	5.806924E-3	3.966871E-3
7.507812E-2	4.349881E-3	4.787873E-3	-1.389658E-3
7.568359E-2	5.057683E-3	5.599452E-3	3.625225E-3
7.628906E-2	3.135635E-3	4.128846E-3	3.814350E-3
7.689453E-2	3.696995E-3	3.298961E-3	1.630253E-3
7.750000E-2	5.063785E-3	1.064589E-2	2.783310E-3
7.810547E-2	1.933592E-3	1.864967E-3	9.286577E-4
7.871094E-2	6.332947E-3	8.845770E-3	5.565288E-3
7.931641E-2	3.635978E-3	7.808413E-3	6.596329E-3
7.992188E-2	1.634607E-3	5.532329E-3	1.593648E-3
8.052734E-2	4.301067E-3	5.477410E-3	1.642455E-3
8.113281E-2	3.056312E-3	6.771056E-3	4.509845E-3
8.173828E-2	1.597997E-3	1.187634E-3	9.835651E-4
8.234375E-2	3.330891E-3	5.843536E-3	4.100871E-4
8.294922E-2	6.052267E-3	7.692473E-3	8.676494E-4
8.355469E-2	3.764114E-3	2.273808E-3	-3.527347E-5
8.416016E-2	5.930232E-3	7.192100E-3	5.882532E-3
8.476562E-2	4.947852E-3	7.381266E-3	5.638498E-3
8.537109E-2	3.599367E-3	6.905302E-3	-2.793067E-4
8.597656E-2	4.563442E-3	6.728341E-3	3.423897E-3
8.658203E-2	2.726819E-3	4.061723E-3	3.417796E-3
8.718750E-2	2.885464E-3	1.319707E-4	1.563144E-3
8.779297E-2	4.764800E-3	7.985373E-3	2.295244E-3
8.839844E-2	2.848853E-3	1.907682E-3	2.514655E-4
8.900391E-2	6.363456E-3	8.424725E-3	4.735576E-3
8.960938E-2	6.082776E-3	7.808413E-3	7.297924E-3
9.021484E-2	5.039378E-3	6.002191E-3	1.801076E-3
9.082031E-2	5.661755E-3	7.485001E-3	1.996303E-3
9.142578E-2	2.385121E-3	2.322625E-3	1.770572E-3
9.203125E-2	4.709884E-3	2.841303E-3	2.612487E-3
9.263672E-2	4.978361E-3	4.055621E-3	3.094452E-3
9.324219E-2	5.588535E-3	4.842792E-3	1.221498E-3
9.384766E-2	3.422417E-3	2.523994E-3	2.264739E-3
9.445312E-2	6.192607E-3	8.534562E-3	6.181472E-3
9.505859E-2	4.947852E-3	2.298216E-3	3.356788E-3
9.566406E-2	7.126173E-3	7.558226E-3	7.578344E-4
9.626953E-2	6.229217E-3	7.771800E-3	4.467139E-3
9.687500E-2	3.166144E-3	4.720750E-3	2.887024E-3
9.748047E-2	5.027174E-3	2.615525E-3	3.179864E-3
9.808594E-2	4.484120E-3	8.809157E-3	3.277477E-3
9.869141E-2	2.909871E-3	2.884018E-3	1.337413E-3
9.929687E-2	4.191236E-3	7.137182E-3	3.832653E-3
9.990234E-2	3.568859E-3	3.927477E-3	3.625225E-3
1.005078E-1	6.229217E-3	7.454491E-3	1.374018E-3
1.011133E-1	7.089563E-3	9.077649E-3	3.972972E-3
1.017187E-1	3.428519E-3	6.783260E-3	4.467139E-3
1.023242E-1	4.069201E-3	3.610168E-3	3.405595E-3
1.029297E-1	4.917343E-3	6.099825E-3	3.680132E-3
1.035352E-1	4.008184E-3	4.220378E-3	-5.965498E-4
1.041406E-1	3.831233E-3	3.237940E-3	1.270304E-3
1.047461E-1	5.564128E-3	9.657349E-3	6.181472E-3
1.053516E-1	5.051581E-3	4.141050E-3	1.849883E-3
1.059570E-1	8.084146E-3	1.319046E-2	2.899226E-3
1.065625E-1	3.343094E-3	6.203560E-3	3.783846E-3
1.071680E-1	2.366816E-3	4.909915E-3	2.649092E-3
1.077734E-1	2.763429E-3	4.488870E-3	3.960770E-3
1.083789E-1	2.330205E-3	6.649014E-3	1.855984E-3
1.089844E-1	2.726819E-3	3.164714E-3	4.771963E-4
1.095898E-1	4.209541E-3	8.198947E-3	5.315154E-3
1.101953E-1	3.501739E-3	5.361470E-3	4.198703E-3
1.108008E-1	5.826502E-3	7.216509E-3	1.996303E-3
1.114062E-1	8.285504E-3	9.877024E-3	3.454401E-3
1.120117E-1	3.282077E-3	1.651394E-3	1.715665E-3
1.126172E-1	4.044794E-3	5.276041E-3	3.295780E-3
1.132227E-1	2.757327E-3	3.689495E-3	2.148824E-3
1.138281E-1	1.787151E-3	3.140306E-3	-1.828917E-3
1.144336E-1	4.520730E-3	4.891609E-3	2.740604E-3
1.150391E-1	2.800039E-3	6.002191E-3	5.461574E-3
1.156445E-1	2.787836E-3	3.726108E-3	2.459966E-3
1.162500E-1	6.442778E-3	1.204937E-2	2.362353E-3
1.168555E-1	4.130219E-3	5.654371E-3	3.454401E-3
1.174609E-1	4.050896E-3	3.628474E-3	2.612487E-3
1.180664E-1	4.142422E-3	6.343909E-3	4.235308E-3
1.186719E-1	5.393279E-3	7.350755E-3	3.368772E-4
1.192773E-1	8.169571E-3	9.181385E-3	1.685161E-3
1.198828E-1	6.845493E-3	9.376652E-3	6.980681E-3
1.204883E-1	4.044794E-3	1.962601E-3	4.027879E-3
1.210937E-1	5.570229E-3	6.325602E-3	3.570317E-3
1.216992E-1	6.027860E-3	7.948761E-3	2.911427E-3
1.223047E-1	2.915972E-3	1.120511E-3	1.465531E-3
1.229102E-1	5.112599E-3	6.032701E-3	5.254146E-3
1.235156E-1	3.721402E-3	4.433951E-3	4.442736E-3
1.241211E-1	1.286808E-3	5.196714E-3	-7.368689E-4
1.247266E-1	3.898353E-3	4.708546E-3	3.582519E-3
1.253320E-1	4.050896E-3	3.604066E-3	4.271913E-3
1.259375E-1	3.404112E-3	1.980907E-3	2.826016E-3
1.265430E-1	5.619043E-3	1.121949E-2	3.265276E-3
1.271484E-1	6.412269E-3	6.264581E-3	9.225568E-4
1.277539E-1	7.956010E-3	4.861098E-3	1.758371E-3
1.283594E-1	6.644136E-3	4.580402E-3	5.223642E-3
1.289648E-1	1.823761E-3	1.730721E-3	3.307763E-4
1.295703E-1	6.088877E-3	7.405674E-3	1.203195E-3
1.301758E-1	3.501739E-3	2.914528E-3	2.154925E-3
1.307812E-1	2.141051E-3	-2.955692E-3	1.679060E-3
1.313867E-1	4.307169E-3	6.691728E-3	6.059456E-3
1.319922E-1	4.508527E-3	8.681013E-3	2.264739E-3
1.325977E-1	4.935648E-3	5.080774E-3	1.453329E-3
1.332031E-1	8.010925E-3	9.681757E-3	6.590228E-3
1.338086E-1	2.153255E-3	2.261604E-3	4.955205E-3
1.344141E-1	1.555284E-3	4.122744E-3	-2.060967E-4
1.350195E-1	6.784476E-3	8.552869E-3	3.301881E-3
1.356250E-1	2.653598E-3	3.701699E-3	-1.023826E-4
1.362305E-1	2.098339E-3	-9.990910E-5	7.883386E-4
1.368359E-1	6.387863E-3	1.023705E-2	4.595257E-3
1.374414E-1	3.379705E-3	3.335573E-3	-1.590985E-3
1.380469E-1	7.608211E-3	1.015162E-2	2.795512E-3
1.386523E-1	2.800039E-3	5.629963E-3	6.333993E-3
1.392578E-1	3.459027E-3	3.933579E-3	1.618051E-3
1.398633E-1	7.559397E-3	8.796953E-3	6.602212E-4
1.404688E-1	2.336307E-3	6.295092E-3	2.813814E-3
1.410742E-1	1.445453E-3	1.938192E-3	1.916992E-3
1.416797E-1	2.769531E-3	4.159357E-3	5.065020E-3
1.422852E-1	4.227847E-3	6.587993E-3	1.306909E-3
1.428906E-1	3.367501E-3	5.636065E-3	2.106118E-3
1.434961E-1	3.483434E-3	1.235448E-2	5.998447E-3
1.441016E-1	3.532248E-3	4.104438E-3	2.508773E-3
1.447070E-1	7.333632E-3	9.437673E-3	1.496035E-3
1.453125E-1	3.111228E-3	5.056365E-3	1.819379E-3
1.459180E-1	-2.508306E-4	3.140306E-3	7.090278E-4
1.465234E-1	3.050211E-3	2.804691E-3	2.893125E-3
1.471289E-1	4.063100E-3	5.233326E-3	8.432461E-4
1.477344E-1	2.854955E-3	3.366084E-3	-2.121975E-4
1.483398E-1	3.873946E-3	1.098761E-2	6.047254E-3
1.489453E-1	5.564128E-3	6.392725E-3	5.052819E-3
1.495508E-1	5.124802E-3	3.176919E-3	1.270304E-3
1.501562E-1	5.435991E-3	5.989987E-3	3.375091E-3
1.507617E-1	2.781734E-3	1.871069E-3	4.204803E-3
1.513672E-1	2.537665E-3	2.945039E-3	1.105582E-3
